2016-06-23 17:26:32.204870 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 17:58:07.643580 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 18:58:07.654632 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 19:58:07.703149 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 20:58:07.712116 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 21:58:07.737480 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 22:58:07.822414 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-23 23:58:07.868700 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 00:58:07.871614 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 01:58:07.893168 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 02:58:06.958820 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 03:58:06.991855 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 04:58:07.091187 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 05:58:07.161367 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 06:58:07.244017 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 07:58:07.305535 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 08:58:07.364525 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 09:58:07.437144 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 10:58:07.507839 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 11:58:07.554013 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 12:58:07.605015 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 13:06:51.715310 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 13:29:06.008003 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 13:58:23.455586 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
2016-06-24 14:58:23.241579 True True True False True True True True True True True True True True True True True True True True True True True True True True True True True True True True False False False False False False False False 
